               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  65,            0.050606,             0.10937,          3.5025e-08,             0.26502,              0.2549,             0.16939,            0.037369,            0.046911,             0.12062,          3.5226e-08,            0.008944,            0.008944,            0.008944
                  66,            0.051811,             0.11599,          3.5331e-08,              0.3402,             0.31433,             0.24432,             0.05929,            0.045277,             0.11674,          3.5729e-08,           0.0089275,           0.0089275,           0.0089275
                  67,            0.050383,             0.11334,          3.5215e-08,             0.34539,             0.31373,             0.25675,             0.06446,            0.044595,             0.11459,          3.5311e-08,            0.008911,            0.008911,            0.008911
                  68,             0.05095,             0.11211,          3.4927e-08,             0.37038,             0.28164,             0.25255,            0.065226,             0.04516,             0.12868,          3.5835e-08,           0.0088945,           0.0088945,           0.0088945
                  69,            0.051022,              0.1164,          3.5009e-08,             0.35922,             0.33155,             0.25837,            0.065001,            0.043675,             0.11401,          3.5312e-08,            0.008878,            0.008878,            0.008878
                  70,            0.051187,             0.11662,          3.5378e-08,             0.33502,              0.2959,             0.22955,            0.057494,            0.044362,              0.1146,          3.5136e-08,           0.0088615,           0.0088615,           0.0088615
                  71,            0.050676,             0.10906,          3.4798e-08,             0.37581,             0.33512,             0.27931,             0.07511,            0.044545,             0.11187,          3.5044e-08,            0.008845,            0.008845,            0.008845
                  72,            0.051573,             0.11461,          3.4536e-08,             0.36803,             0.28342,             0.25391,            0.064348,            0.044839,             0.11644,          3.5366e-08,           0.0088285,           0.0088285,           0.0088285
                  73,            0.049959,             0.11405,          3.4802e-08,              0.3642,             0.33492,              0.2751,            0.073662,             0.04423,             0.11492,          3.5117e-08,            0.008812,            0.008812,            0.008812
                  74,            0.049945,             0.10805,          3.4895e-08,             0.36707,             0.33155,             0.27187,            0.078069,            0.043926,             0.11335,          3.4971e-08,           0.0087955,           0.0087955,           0.0087955
                  75,            0.050916,             0.11202,          3.5217e-08,             0.36763,              0.2852,             0.24174,            0.062367,            0.044107,             0.11641,          3.4742e-08,            0.008779,            0.008779,            0.008779
                  76,            0.050483,             0.11479,          3.5113e-08,             0.37646,             0.32501,             0.26629,            0.068171,            0.044319,             0.11436,          3.4763e-08,           0.0087625,           0.0087625,           0.0087625
                  77,            0.050103,             0.11224,           3.486e-08,             0.38366,             0.30069,             0.27081,            0.076315,             0.04385,             0.11205,          3.5568e-08,            0.008746,            0.008746,            0.008746
                  78,            0.051394,             0.11257,          3.5065e-08,             0.44024,             0.31373,             0.28524,            0.072617,            0.043569,             0.11258,          3.4842e-08,           0.0087295,           0.0087295,           0.0087295
                  79,            0.050068,             0.11108,          3.5203e-08,             0.32436,             0.36185,             0.24823,            0.065325,            0.044128,             0.11517,          3.5183e-08,            0.008713,            0.008713,            0.008713
                  80,            0.050118,             0.11564,          3.5182e-08,             0.38662,             0.33333,             0.26933,            0.074018,            0.043739,             0.11796,          3.4948e-08,           0.0086965,           0.0086965,           0.0086965
                  81,            0.049675,             0.11254,          3.4804e-08,             0.40266,              0.3262,              0.2834,            0.079183,            0.044053,             0.11491,          3.5544e-08,             0.00868,             0.00868,             0.00868
                  82,            0.050112,             0.10742,          3.4996e-08,             0.42083,             0.31732,             0.27732,            0.079495,            0.044206,             0.11363,          3.4891e-08,           0.0086635,           0.0086635,           0.0086635
                  83,            0.050461,             0.10885,           3.481e-08,             0.39463,             0.32884,             0.26982,            0.076058,            0.043176,             0.11271,          3.5176e-08,            0.008647,            0.008647,            0.008647
                  84,            0.050757,             0.11198,          3.4624e-08,             0.40486,             0.34196,             0.30759,            0.085378,            0.043092,             0.11318,           3.504e-08,           0.0086305,           0.0086305,           0.0086305
                  85,            0.050463,             0.11012,          3.4738e-08,              0.3832,              0.3262,             0.26723,            0.073192,            0.043243,             0.11905,          3.3831e-08,            0.008614,            0.008614,            0.008614
                  86,            0.050045,             0.11584,          3.4351e-08,             0.40783,             0.32086,             0.28062,            0.070189,            0.043488,             0.11273,          3.5083e-08,           0.0085975,           0.0085975,           0.0085975
                  87,            0.049517,             0.11031,          3.4638e-08,              0.4006,             0.31729,             0.28493,            0.083585,            0.043503,             0.11391,          3.4439e-08,            0.008581,            0.008581,            0.008581
                  88,            0.050077,             0.10722,          3.4417e-08,             0.33096,             0.31373,             0.25539,             0.07024,            0.043804,             0.11659,          3.3848e-08,           0.0085645,           0.0085645,           0.0085645
                  89,            0.050478,             0.10934,          3.4321e-08,             0.41516,             0.25312,             0.25321,            0.070947,            0.043746,             0.11502,          3.4374e-08,            0.008548,            0.008548,            0.008548
                  90,            0.049367,             0.10621,          3.4506e-08,             0.41115,             0.33868,             0.30122,            0.080696,            0.042899,             0.11139,          3.5022e-08,           0.0085315,           0.0085315,           0.0085315
                  91,            0.049488,             0.11653,          3.4714e-08,             0.38658,             0.32086,              0.2725,            0.072724,            0.043548,             0.11664,          3.4079e-08,            0.008515,            0.008515,            0.008515
                  92,            0.049434,              0.1044,          3.4846e-08,             0.44381,              0.3371,               0.297,            0.081297,            0.042893,              0.1134,          3.5088e-08,           0.0084985,           0.0084985,           0.0084985
                  93,            0.048924,             0.10832,          3.4812e-08,             0.44161,              0.3066,             0.28557,             0.08009,            0.042442,             0.11295,          3.4718e-08,            0.008482,            0.008482,            0.008482
                  94,            0.049455,             0.10904,          3.4609e-08,             0.33776,             0.32093,             0.23439,            0.056401,            0.044572,             0.11658,          3.3794e-08,           0.0084655,           0.0084655,           0.0084655
                  95,            0.049208,             0.10437,          3.4561e-08,             0.44505,             0.31194,             0.29263,            0.081543,            0.042837,             0.11428,           3.474e-08,            0.008449,            0.008449,            0.008449
                  96,            0.049072,             0.10092,          3.4752e-08,             0.39109,             0.31907,             0.27066,            0.080882,            0.042707,             0.11704,          3.4357e-08,           0.0084325,           0.0084325,           0.0084325
                  97,            0.050304,              0.1054,          3.4821e-08,              0.3762,              0.3672,              0.2909,            0.076584,            0.043126,             0.11462,          3.5172e-08,            0.008416,            0.008416,            0.008416
                  98,            0.050472,             0.10912,          3.4552e-08,              0.3751,             0.36185,             0.28893,            0.084138,            0.042971,             0.11547,          3.4387e-08,           0.0083995,           0.0083995,           0.0083995
                  99,             0.04916,             0.11056,           3.412e-08,             0.41164,             0.37611,             0.31868,            0.094974,            0.042446,             0.11423,          3.4477e-08,            0.008383,            0.008383,            0.008383
                 100,            0.049319,             0.10587,          3.4301e-08,             0.38646,             0.34581,             0.27268,            0.076582,            0.043256,             0.11282,          3.4252e-08,           0.0083665,           0.0083665,           0.0083665
                 101,            0.048676,             0.10314,          3.4153e-08,             0.42202,             0.30838,             0.29046,            0.082611,            0.043216,             0.11379,          3.3768e-08,             0.00835,             0.00835,             0.00835
                 102,            0.048391,             0.10671,          3.4033e-08,             0.42738,             0.35294,             0.31489,            0.086576,            0.042744,             0.11389,          3.3846e-08,           0.0083335,           0.0083335,           0.0083335
                 103,            0.047931,            0.099188,          3.4497e-08,             0.43606,              0.2852,             0.28227,            0.081822,            0.042642,             0.11571,          3.4586e-08,            0.008317,            0.008317,            0.008317
                 104,            0.049029,             0.10488,          3.4573e-08,             0.45057,             0.31907,             0.31313,            0.090489,            0.042572,             0.11335,          3.4691e-08,           0.0083005,           0.0083005,           0.0083005
                 105,            0.047998,            0.099708,          3.4398e-08,             0.38374,             0.35651,             0.30155,            0.083945,             0.04299,             0.11338,          3.4092e-08,            0.008284,            0.008284,            0.008284
                 106,             0.05013,             0.11293,          3.4329e-08,              0.3575,             0.35507,             0.30201,            0.082527,             0.04323,             0.11677,          3.3511e-08,           0.0082675,           0.0082675,           0.0082675
                 107,            0.049454,             0.10861,          3.4239e-08,             0.36709,             0.34581,             0.29679,            0.084171,            0.042907,             0.11995,          3.2943e-08,            0.008251,            0.008251,            0.008251
                 108,            0.049549,             0.10487,          3.4403e-08,             0.42124,             0.36898,             0.33456,            0.095425,            0.042764,             0.11443,          3.4473e-08,           0.0082345,           0.0082345,           0.0082345
                 109,            0.047597,            0.097807,          3.4588e-08,             0.44976,             0.31551,             0.31713,             0.09059,            0.042548,             0.11383,           3.418e-08,            0.008218,            0.008218,            0.008218
                 110,            0.049099,             0.10741,          3.4753e-08,             0.43214,             0.31551,             0.29555,            0.081493,            0.042837,             0.11566,          3.4905e-08,           0.0082015,           0.0082015,           0.0082015
                 111,            0.048071,             0.10643,           3.484e-08,             0.44847,             0.31308,             0.29387,              0.0808,            0.043232,               0.116,          3.4351e-08,            0.008185,            0.008185,            0.008185
                 112,            0.048544,             0.10601,          3.4591e-08,             0.35645,             0.34046,             0.29263,            0.081947,            0.042846,             0.11815,          3.3729e-08,           0.0081685,           0.0081685,           0.0081685
